fdc_id,alimento,energía_kcal,proteína_g,grasa_lípida_total_g,carbohidratos_por_diferencia_g,fibra_total_dietaria_g,azúcares_total_incluido_nlea_g,calcio_ca_mg,hierro_fe_mg,magnesio_mg_mg,fósforo_p_mg,potasio_k_mg,sodio_na_mg,zinc_zn_mg,cobre_cu_mg,manganeso_mn_mg,selenio_se_ug,yodo_i_ug,cromo_cr_ug,molibdeno_mo_ug,cloruro_cl_mg,fluoruro_f_ug,vitamina_a_rae_ug,vitamina_c_total_ácido_ascórbico_mg,vitamina_d_d2_plus_d3_ug,vitamina_e_alfa_tocoferol_mg,vitamina_k_filoquinona_ug,tiamina_mg,mg_riboflavina,niacina_mg,ácido_pantoténico_mg,vitamina_b_6_mg,folato_total_ug,vitamina_b_12_ug,colina_total_mg,biotina_ug,vitamina_a_iu_iu
169092,"Melones, melón, crudos",34,0.84,0.19,8.16,0.9,,9,0.21,12,15,267,16,0.18,0.041,0.041,0.4,,,,,1,169,36.7,0,0.05,2.5,0.041,0.019,0.734,0.105,0.072,21,0,7.6,,3382
169093,"Melones, casaba, crudos",28,1.11,0.1,6.58,0.9,,11,0.34,11,5,182,9,0.07,0.06,0.035,0.4,,,,,,0,21.8,0,0.05,2.5,0.015,0.031,0.232,0.084,0.163,8,0,7.6,,0
169097,"Naranjas, crudas, todas las variedades comerciales.",47,0.94,0.12,11.75,2.4,,40,0.1,10,14,181,0,0.07,0.045,0.025,0.5,,,,,,11,53.2,0,0.18,0,0.087,0.04,0.282,0.25,0.06,30,0,8.4,,225
169103,"Cáscara de naranja, cruda",97,1.5,0.2,25,10.6,,161,0.8,22,21,212,3,0.25,0.092,,1,,,,,,21,136,,0.25,,0.12,0.09,0.9,0.49,0.176,30,0,,,420
169105,"Mandarinas (mandarinas), crudas",53,0.81,0.31,13.34,1.8,,37,0.15,12,20,166,2,0.07,0.042,0.039,0.1,,,,,,34,26.7,0,0.2,0,0.058,0.036,0.376,0.216,0.078,16,0,10.2,,681
169108,"Maracuyá, (granadilla), morada, cruda",97,2.2,0.7,23.38,10.4,,12,1.6,29,68,348,28,0.1,0.086,,0.6,,,,,,64,30,0,0.02,0.7,0,0.13,1.5,,0.1,14,0,7.6,,1272
169118,"Peras, crudas",57,0.36,0.14,15.23,3.1,,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,,,,,2.2,1,4.3,0,0.12,4.4,0.012,0.026,0.161,0.049,0.029,7,0,5.1,,25
169124,"Piña, cruda, todas las variedades.",50,0.54,0.12,13.12,1.4,,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,,,,,,3,47.8,0,0.02,0.7,0.079,0.032,0.5,0.213,0.112,18,0,5.5,,58
169129,"Pitanga (cereza de Surinam), cruda",33,0.8,0.4,7.49,,,9,0.2,12,11,103,3,,,,,,,,,,75,26.3,,,,0.03,0.04,0.3,,,,0,,,1500
169130,"Plátanos, amarillos, crudos",122,1.3,0.35,31.89,1.7,,3,0.55,36,32,487,4,0.19,0.074,0.144,1.5,,,,,,56,18.4,0,0,28.8,0.062,0.076,0.672,0.3,0.242,22,0,13.5,,1127
169134,"Granadas, crudas",83,1.67,1.17,18.7,4,,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,,,,,,0,10.2,0,0.6,16.4,0.067,0.053,0.293,0.377,0.075,38,0,7.6,,0
169139,"Frijoles, blancos, semillas maduras, germinados, crudos",67,6.15,0.7,13.05,,,15,1.93,101,100,307,13,0.89,0.356,0.408,0.6,,,,,,0,18.8,0,,,0.39,0.215,1.22,0.825,0.191,132,0,,,4
169145,"Remolacha, cruda",43,1.61,0.17,9.56,2.8,,16,0.8,23,40,325,78,0.35,0.075,0.329,0.7,,,,,,2,4.9,0,0.04,0.2,0.031,0.04,0.334,0.155,0.067,109,0,6,,33
169149,"Cerdo, curado, jamón, con agua añadida, entero, sin hueso, sólo magro separable, sin calentar",110,17.34,3.97,1.45,0,,8,0.86,19,265,317,1141,1.79,0.101,0.022,35.1,,,,,,13,0,0.6,0.21,0,0.402,0.187,5.473,0.734,0.413,2,0.47,71.7,,42
169151,"Cerdo, curado, jamón - agua añadida, lonchas, con hueso, sólo magro separable, sin calentar",95,17.38,2.29,1.23,0,,9,1.08,17,235,221,1090,1.86,0.198,0.022,35.3,,,,,,9,0,,0.19,0,0.374,0.214,4.71,0.426,0.295,1,0.39,69.7,,28
169152,"Cerdo, curado, jamón y producto de agua, lomo, con hueso, sólo magro separable, sin calentar",107,17.93,3.38,1.24,0,,10,0.67,18,218,221,1070,1.65,0.117,0.022,40.3,,,,,,10,0,,0.18,0,0.282,0.222,4.09,0.462,0.247,2,0.58,81.3,,32
169153,"Cerdo, curado, jamón y producto de agua, lonchas, con hueso, sólo magro separable, sin calentar",103,14.47,3.78,2.82,0,,9,1.5,14,222,209,1160,1.66,0.137,0.022,13,,,,,,9,0,,0.11,0,0.423,0.178,4.38,0.387,0.362,1,0.48,72.8,,31
169154,"Cerdo, curado, jamón y producto de agua, pierna, con hueso, sin calentar, sólo magro separable",113,17.53,4.18,1.2,0,,8,0.97,15,209,234,1090,2.19,0.134,0.022,28.1,,,,,,9,0,,0.25,0,0.696,0.225,3.58,0.632,0.267,1,0.55,85.7,,32
169155,"Cerdo, curado, jamón, grasa separable, sin hueso, calentado",507,8.77,51.57,2,0,,6,0.53,16,169,195,677,1.14,0.33,0.022,16,,,,,,12,0,1.9,0.35,,0.278,0.096,3.08,0.413,0.201,1,0.31,,,42
169156,"Cerdo, curado, jamón, grasa separable, sin hueso, sin calentar",515,7.5,53,1.87,0,,4,0.5,11,143,174,616,1.14,0.097,0.022,15.8,,,,,,13,0,1.2,0.76,0,0.233,0.021,2.57,0.345,0.187,0,0.31,30.7,,44
169157,"Cerdo, corvejones de cerdo en escabeche",171,19.11,10.54,0,0,,19,1.14,6,60,47,1050,2.38,0.082,0.022,26.3,,,,,,23,0,,0.17,0,0.08,0.068,1.1,0.344,0.064,1,0.51,,,76
169158,"Cerdo, curado, jamón, lonchas, con hueso, sólo magro separable, calentado, asado a la parrilla",148,27.18,4.09,0.74,0,,15,1.42,25,296,427,870,3.04,0.426,0.022,25.3,,,,,,0,0,1.1,0.3,0,0.575,0.317,7.767,0.758,0.54,2,0.66,112.9,,0
169160,"Cerdo, curado, jamón y producto acuático, entero, sin hueso, parte magra y grasa, sin calentar",117,14.05,4.99,4.21,0,,8,0.78,17,228,267,1308,1.59,0.107,0.04,29.4,,,,,,13,0,0.6,0.15,0,0.284,0.146,3.867,0.66,0.294,3,0.34,64.8,,45
169161,"Cerdo, curado, jamón y producto acuático, lonchas, con hueso, parte magra y grasa, sin calentar",149,13.69,9.29,2.72,0,,8,1.39,14,213,205,1099,1.6,0.132,0.022,13.3,,,,,,10,0,,0.18,0,0.402,0.16,4.177,0.382,0.342,1,0.46,68.1,,33
169162,"Cerdo, curado, jamón y producto acuático, pierna, con hueso, parte magra y grasa, sin calentar",243,14.28,20,1.42,0,,6,0.82,14,188,215,936,1.85,0.122,0.022,24.1,,,,,,11,0,,0.41,0,0.546,0.159,3.253,0.539,0.241,1,0.47,67.9,,36
169163,"Cerdo, curado, jamón y producto de agua, lomo, con hueso, parte magra y grasa, sin calentar",179,16.09,12.13,1.35,0,,9,0.64,17,205,213,990,1.56,0.113,0.022,36,,,,,,10,0,,0.28,0,0.273,0.186,3.822,0.441,0.236,1,0.53,72.4,,34
169166,"Cerdo, curado, jamón con agua añadida, lonchas, con hueso, parte magra y grasa, calentado, asado",166,20.8,8.73,1.54,0,,11,1.07,19,251,280,1309,2.19,0.137,0.022,28.7,,,,,,12,0,,0.27,0,0.374,0.174,5.215,0.697,0.437,2,0.56,81.8,,39
169167,"Cerdo, curado, jamón con agua añadida, lonchas, sin hueso, parte magra y grasa, calentado, asado",125,18.62,5.05,1.72,0,,9,0.85,21,281,334,1212,1.93,0.117,0.022,38.8,,,,,,13,0,0.9,0.24,0,0.406,0.188,5.838,0.755,0.43,1,0.47,77.8,,43
169168,"Cerdo, curado, jamón y producto acuático, lonchas, sin hueso, parte magra y grasa, calentado, asado",124,15.08,5.13,4.69,0,,8,0.74,17,240,272,1389,1.63,0.085,0.037,32.6,,,,,,13,0,0.9,0.13,0,0.308,0.137,4.283,0.689,0.335,2,0.44,64.5,,44
169174,"Cerdo, curado, jamón, lomo, con hueso, sólo magro separable, sin calentar",125,24.46,2.92,0.32,0,,7,1.08,24,267,385,737,2.61,0.868,0.022,21.4,,,,,,0,0,,0.26,0,0.519,0.225,6.987,0.632,0.514,1,0.56,91.9,,0
169176,"Cerdo, curado, jamón, pierna, con hueso, sólo magro separable, sin calentar",125,23.79,3.19,0.18,0,,6,0.99,22,258,364,846,2.34,0.386,0.022,21.2,,,,,,0,0,,0.24,0,0.476,0.249,6.97,0.662,0.467,0,0.58,90.5,,0
169177,"Cerdo, curado, jamón, lonchas, con hueso, parte magra y grasa, sin calentar",173,22.45,9.17,0.21,0,,12,1.15,22,250,348,744,2.29,0.142,0.022,21.5,,,,,,1,0,,0.34,0.3,0.462,0.225,6.05,0.645,0.448,1,0.57,86,,5
169186,"Cerdo, filete de pierna, sin hueso, parte magra y grasa, crudo",123,21.64,3.39,0,0,,7,0.84,22,207,365,73,3.18,0.057,0.009,25.2,,,,,,0,0,,0.08,0,0.525,0.423,7.092,0.802,0.553,1,0.64,71.9,,0
169187,"Cerdo, pechuga de hombro, sin hueso, parte magra y grasa, crudo",127,22.54,3.4,0,0,,7,0.89,26,229,378,54,1.95,0.076,0.014,25.8,,,,,,0,0,,0.08,0,0.645,0.465,9.602,0.982,0.722,0,0.87,88.9,,0
169190,"Cerdo, molido, 96% magro / 4% grasa, crudo",121,21.1,4,0.21,0,,15,0.86,19,190,310,67,1.93,0.033,0.01,34.8,,,,,,0,0,0.1,0.29,0,0.414,0.368,7.914,0.646,0.668,2,0.64,71.7,,0
169194,"Cerdo, fresco, lomo, lomo (chuletas o asados), sin hueso, sólo magro separable, crudo",123,21.35,3.78,0.82,0,,6,0.77,22,244,375,65,1.82,0.052,0.01,39.1,,,,,,3,0,0.4,0.18,0,0.631,0.237,6.848,0.86,0.575,0,0.49,73.4,,9
169203,"Punta de flecha, cruda",99,5.33,0.29,20.23,,,10,2.57,51,174,922,22,0.28,0.171,0.36,0.7,,,,,,0,1.1,0,,,0.17,0.073,1.65,0.599,0.26,14,0,,,0
169205,"Alcachofas (globo o francesas), crudas",47,3.27,0.15,10.51,5.4,,44,1.28,60,90,370,94,0.49,0.231,0.256,0.2,,,,,,1,11.7,0,0.19,14.8,0.072,0.066,1.046,0.338,0.116,68,0,34.4,,13
169210,"Brotes de bambú, crudos",27,2.6,0.3,5.2,2.2,,13,0.5,3,59,533,4,1.1,0.19,0.262,0.8,,,,,,1,4,0,1,0,0.15,0.07,0.6,0.161,0.24,7,0,0,,20
169213,"Frijoles, riñones, semillas maduras, germinados, crudos",29,4.2,0.5,4.1,,,17,0.81,21,37,187,6,0.4,0.159,0.182,0.6,,,,,,0,38.7,0,,,0.37,0.25,2.92,0.368,0.085,59,0,,,2
169219,"Ensalada de maíz, cruda",21,2,0.4,3.6,,,38,2.18,13,53,459,4,0.59,0.134,0.359,0.9,,,,,,355,38.2,0,,,0.071,0.087,0.415,0.042,0.273,14,0,,,7092
169220,"Caupí (ojos negros), semillas inmaduras, crudas",90,2.95,0.35,18.83,5,,126,1.1,51,53,431,4,1.01,0.13,0.56,2.3,,,,,,41,2.5,0,,,0.11,0.145,1.45,0.151,0.067,168,0,,,817
169222,"Frijol de un metro, crudo",47,2.8,0.4,8.35,,,50,0.47,44,59,240,4,0.37,0.048,0.205,1.5,,,,,,43,18.8,0,,,0.107,0.11,0.41,0.055,0.024,62,0,,,865
169224,"Caupí, puntas de hojas, crudos",29,4.1,0.25,4.82,,,63,1.92,43,9,455,7,0.29,0.191,0.509,0.9,,,,,,36,36,0,,,0.354,0.175,1.12,0.06,0.177,101,0,,,712
169225,"Pepino, pelado, crudo",10,0.59,0.16,2.16,0.7,,14,0.22,12,21,136,2,0.17,0.071,0.073,0.1,,,,,1.3,4,3.2,0,0.03,7.2,0.031,0.025,0.037,0.24,0.051,14,0,5.7,,72
169226,"Hojas de diente de león, crudas",45,2.7,0.7,9.2,3.5,,187,3.1,36,66,397,76,0.41,0.171,0.342,0.5,,,,,,508,35,0,3.44,778.4,0.19,0.26,0.806,0.084,0.251,27,0,35.3,,10161
169228,"Berenjena, cruda",25,0.98,0.18,5.88,3,,9,0.23,14,24,229,2,0.16,0.081,0.232,0.3,,,,,,1,2.2,0,0.3,3.5,0.039,0.037,0.649,0.281,0.084,22,0,6.9,,23
169230,"Ajo, crudo",149,6.36,0.5,33.06,2.1,,181,1.7,25,153,401,17,1.16,0.299,1.672,14.2,,,,,,0,31.2,0,0.08,1.7,0.2,0.11,0.7,0.596,1.235,3,0,23.2,,9
169231,"Raíz de jengibre, cruda",80,1.82,0.75,17.77,2,,16,0.6,43,34,415,13,0.34,0.226,0.229,0.7,,,,,,0,5,0,0.26,0.1,0.025,0.034,0.75,0.203,0.16,11,0,28.8,,0
169232,"Calabaza, de flores blancas (calabaza), cruda",14,0.62,0.02,3.39,0.5,,26,0.2,11,13,150,2,0.7,0.026,0.066,0.2,,,,,,,10.1,0,,,0.029,0.022,0.32,0.152,0.04,6,0,,,16
169234,"Frijoles jacinto, semillas inmaduras, crudas",46,2.1,0.2,9.19,3.3,,50,0.74,40,49,252,2,0.37,0.047,0.205,1.5,,,,,,43,12.9,0,0.51,18.1,0.077,0.092,0.52,0.055,0.024,62,0,19.1,,864
169236,"Alcachofas de Jerusalén, crudas",73,2,0.01,17.44,1.6,,14,3.4,17,78,429,4,0.12,0.14,0.06,0.7,,,,,,1,4,0,0.19,0.1,0.2,0.06,1.3,0.397,0.077,13,0,30,,20
169237,"Oreja de judío, (pepeao), cruda",25,0.48,0.04,6.75,,,16,0.56,25,14,43,9,0.66,0.445,0.101,11.1,,,,,,0,0.6,0,,,0.081,0.204,0.07,1.99,0.088,19,0,,,0
169241,"Kanpyo, (tiras de calabaza seca)",258,8.58,0.56,65.03,9.8,,280,5.12,125,188,1582,15,5.86,0.433,1.137,2.6,,,,,,,0.2,0,,,0,0.044,2.9,2.553,0.532,61,0,,,0
169242,"Champiñones, shiitake, crudos",34,2.24,0.49,6.79,2.5,,2,0.41,20,112,304,9,1.03,0.142,0.23,5.7,,,,,,,,0.4,,,0.015,0.217,3.877,1.5,0.293,13,,,,
169246,"Puerros (bulbo y parte inferior de la hoja), crudos",61,1.5,0.3,14.15,1.8,,59,2.1,28,35,180,20,0.12,0.12,0.481,1,,,,,,83,12,0,0.92,47,0.06,0.03,0.4,0.14,0.233,64,0,9.5,,1667
169247,"Lechuga cos o romana, cruda",17,1.23,0.3,3.29,2.1,,33,0.97,14,30,247,8,0.23,0.048,0.155,0.4,,,,,,436,4,0,0.13,102.5,0.072,0.067,0.313,0.142,0.074,136,0,9.9,,8710
169248,"Lechuga iceberg (incluye los tipos crujientes), cruda",14,0.9,0.14,2.97,1.2,,18,0.41,7,20,141,10,0.15,0.025,0.125,0.1,,,,,,25,2.8,0,0.18,24.1,0.041,0.025,0.123,0.091,0.042,29,0,6.7,,502
169249,"Lechuga, hoja verde, cruda",15,1.36,0.15,2.87,1.3,,36,0.86,13,29,194,28,0.18,0.029,0.25,0.6,,,,,,370,9.2,0,0.22,126.3,0.07,0.08,0.375,0.134,0.09,38,0,13.6,,7405
169250,"Raíz de loto, cruda",74,2.6,0.1,17.23,4.9,,45,1.16,23,100,556,40,0.39,0.257,0.261,0.7,,,,,,0,44,0,,,0.16,0.22,0.4,0.377,0.258,13,0,,,0
169251,"Champiñones, blancos, crudos",22,3.09,0.34,3.26,1,,3,0.5,9,86,318,5,0.52,0.318,0.047,9.3,,,,,,0,2.1,0.2,0.01,0,0.081,0.402,3.607,1.497,0.104,17,0.04,17.3,,0
169255,"Champiñones, portobella, crudos",22,2.11,0.35,3.87,1.3,,3,0.31,,108,364,9,0.53,0.286,0.069,18.6,,,,,,0,0,0.3,0.02,0,0.059,0.13,4.494,1.14,0.148,28,0.05,21.2,,0
169256,"Hojas de mostaza, crudas",27,2.86,0.42,4.67,3.2,,115,1.64,32,58,384,20,0.25,0.165,,0.9,,,,,,151,70,0,2.01,257.5,0.08,0.11,0.8,0.21,0.18,12,0,0.5,,3024
169260,"Okra, cruda",33,1.93,0.19,7.45,3.2,,82,0.62,57,61,299,7,0.58,0.109,0.788,0.7,,,,,,36,23,0,0.27,31.3,0.2,0.06,1,0.245,0.215,60,0,12.3,,716
169270,"Flores de calabaza, crudas",15,1.03,0.07,3.28,,,39,0.7,24,49,173,5,,,,0.7,,,,,,97,28,0,,,0.042,0.075,0.69,,,59,0,,,1947
169272,"Hojas de calabaza, crudas",19,3.15,0.4,2.33,,,39,2.22,38,104,436,11,0.2,0.133,0.355,0.9,,,,,,97,11,0,,,0.094,0.128,0.92,0.042,0.207,36,0,,,1942
169274,"Verdolaga, cruda",20,2.03,0.36,3.39,,,65,1.99,68,44,494,45,0.17,0.113,0.303,0.9,,,,,,,21,0,,,0.047,0.112,0.48,0.036,0.073,12,0,12.8,,1320
169276,"Rábanos, crudos",16,0.68,0.1,3.4,1.6,,25,0.34,10,20,233,39,0.28,0.05,0.069,0.6,,,,,6,0,14.8,0,0,1.3,0.012,0.039,0.254,0.165,0.071,25,0,6.5,,7
169277,"Salsifí (ostra vegetal), crudo",82,3.3,0.2,18.6,3.3,,60,0.7,23,75,380,20,0.38,0.089,0.268,0.8,,,,,,0,8,0,,,0.08,0.22,0.5,0.371,0.277,26,0,,,0
169280,"Algas, agar, crudas",26,0.54,0.03,6.75,0.5,,54,1.86,67,5,226,9,0.58,0.061,0.373,0.7,,,,,,0,0,0,0.87,2.3,0.005,0.022,0.055,0.302,0.032,85,0,6,,0
169282,"Soja, verde, cruda",147,12.95,6.8,11.05,4.2,,197,3.55,65,194,620,15,0.99,0.128,0.547,1.5,,,,,,9,29,0,,,0.435,0.175,1.65,0.147,0.065,165,0,,,180
169284,"Soja, semillas maduras, germinadas, crudas",122,13.09,6.7,9.57,1.1,,67,2.1,72,164,484,14,1.17,0.427,0.702,0.6,,,,,,1,15.3,0,,,0.34,0.118,1.148,0.929,0.176,172,0,,,11
169289,"Calabaza, verano, vieira, cruda",18,1.2,0.2,3.84,1.2,,19,0.4,23,36,182,1,0.29,0.102,0.157,0.2,,,,,,11,18,0,0.13,3.3,0.07,0.03,0.6,0.102,0.109,30,0,7.3,,217
169291,"Calabaza, verano, calabacín, con piel, cruda",17,1.21,0.32,3.11,1,,16,0.37,18,38,261,8,0.32,0.053,0.177,0.2,,,,,,10,17.9,0,0.12,4.3,0.045,0.094,0.451,0.204,0.163,24,0,9.5,,200
169295,"Calabaza de invierno, nuez, cruda",45,1,0.1,11.69,2,,48,0.7,34,33,352,4,0.15,0.072,0.202,0.5,,,,,,532,21,0,1.44,1.1,0.1,0.02,1.2,0.4,0.154,27,0,,,10630
169298,"Calabaza, invierno, espaguetis, cruda",31,0.64,0.57,6.91,1.5,,23,0.31,12,12,108,17,0.19,0.037,0.125,0.3,,,,,,6,2.1,0,0.13,0.9,0.037,0.018,0.95,0.36,0.101,12,0,8.2,,120
169300,"Succotash (maíz y lima), crudo",99,5.03,1.02,19.59,3.8,,18,1.83,48,113,369,4,0.61,0.186,0.688,0.6,,,,,,15,15.1,0,,,0.208,0.082,1.587,0.128,0.13,40,0,,,292
169301,"Convolvulus de agua, cruda",19,2.6,0.2,3.13,2.1,,77,1.67,71,39,312,113,0.18,0.023,0.16,0.9,,,,,,315,55,0,,,0.03,0.1,0.9,0.141,0.096,57,0,,,6300
169308,"Taro, crudo",112,1.5,0.2,26.46,4.1,,43,0.55,33,84,591,11,0.23,0.172,0.383,0.7,,,,,,4,4.5,0,2.38,1,0.095,0.025,0.6,0.303,0.283,22,0,17.3,,76
169310,"Taro, tahitiano, crudo",44,2.79,0.97,6.91,,,129,1.3,47,45,606,50,0.09,0.071,0.157,0.7,,,,,,102,96,0,,,0.062,0.244,0.995,0.124,0.116,9,0,,,2045
169320,"Frijoles, verdes, amarillos, crudos",31,1.82,0.12,7.13,3.4,,37,1.04,25,38,209,6,0.24,0.069,0.214,0.6,,,,,,,16.3,0,0.41,43.2,0.084,0.105,0.752,0.094,0.074,37,0,15.3,,108
169329,"Brócoli, hojas, crudo",28,2.98,0.35,5.06,2.3,,48,0.88,25,66,325,27,0.4,0.045,0.229,3,,,,,,,93.2,0,,,0.065,0.119,0.638,0.535,0.159,71,0,,,16000
169330,"Brócoli, racimos de flores, crudos",28,2.98,0.35,5.06,2.3,,48,0.88,25,66,325,27,0.4,0.045,0.229,3,,,,,,,93.2,0,,,0.065,0.119,0.638,0.535,0.159,71,0,,,3000
169331,"Brócoli, tallos, crudo",28,2.98,0.35,5.24,,,48,0.88,25,66,325,27,0.4,0.045,0.229,3,,,,,,20,93.2,0,,,0.065,0.119,0.638,0.535,0.159,71,0,,,400
169335,"Repollo, común (danés, doméstico y puntiagudo), recién cosechado, crudo",24,1.21,0.18,5.37,2.3,,47,0.56,15,23,246,18,0.18,0.023,0.159,0.9,,,,,,6,51,0,,,0.05,0.03,0.3,0.14,0.095,57,0,,,126
169336,"Repollo, común (danés, doméstico y puntiagudo), almacenado, crudo",24,1.21,0.18,5.37,2.3,,47,0.56,15,23,246,18,0.18,0.023,0.159,0.9,,,,,,6,42,0,,,0.05,0.03,0.3,0.14,0.095,57,0,,,126
169373,"Pimientos dulces, rojos, liofilizados",314,17.9,3,68.7,21.3,,134,10.4,188,327,3170,193,2.41,1.389,1.897,3.7,,,,,,3863,1900,0,4,114.2,1.2,1.2,7.4,0.488,2.223,229,0,,,77261
169376,"Hongo, blanco, expuesto a la luz ultravioleta, crudo",22,3.09,0.34,3.26,1,,3,0.5,9,86,318,5,0.52,0.318,0.047,9.3,,,,,,,2.1,26.2,0.01,0,0.081,0.402,3.607,1.497,0.104,17,0,17.3,,0
169378,"Encurtidos, pepino, dulces (incluye encurtidos con pan y mantequilla)",91,0.58,0.41,21.15,1,,61,0.25,7,18,100,457,0.12,0.028,0.065,0,,,,,,38,0.7,0,0.36,47.1,0.025,0.03,0.115,0.051,0.024,1,0,3.1,,764
169379,"Encurtidos, pepino, agrio",11,0.33,0.2,2.26,1.2,,0,0.4,4,14,23,1208,0.02,0.085,0.011,0,,,,,,10,1,0,0.09,47,0,0.01,0,0.038,0.009,1,0,3.6,,191
169380,"Encurtidos, pepino, dulces, bajos en sodio (incluye encurtidos con pan y mantequilla)",122,0.37,0.26,33.73,1.1,,4,0.59,4,12,32,18,0.08,0.105,0.015,0,,,,,,56,1.2,0,0.53,76.7,0.009,0.032,0.174,0.12,0.015,1,0,4.5,,1116
169381,Salsa de tomate baja en sodio,101,1.04,0.1,27.4,0.3,,15,0.35,13,26,281,20,0.17,0.085,0.084,0.7,,,,,,26,4.1,0,1.46,3,0.011,0.166,1.434,0.047,0.158,9,0,12.5,,527
169382,"Champiñones, enoki, crudos",37,2.66,0.29,7.81,2.7,,0,1.15,16,105,359,3,0.65,0.107,0.075,2.2,,,,,,,0,0.1,0.01,0,0.225,0.2,7.032,1.35,0.1,48,0,47.7,,
169383,"Pimientos, dulces, amarillos, crudos",27,1,0.21,6.32,0.9,,11,0.46,12,24,212,2,0.17,0.107,0.117,0.3,,,,,,10,183.5,0,,,0.028,0.025,0.89,0.168,0.168,26,0,,,200
169385,"Hinojo, bulbo, crudo",31,1.24,0.2,7.3,3.1,,49,0.73,17,50,414,52,0.2,0.066,0.191,0.7,,,,,,48,12,0,0.58,62.8,0.01,0.032,0.64,0.232,0.047,27,0,13.2,,963
169387,"Rúcula, cruda",25,2.58,0.66,3.65,1.6,,160,1.46,47,52,369,27,0.47,0.076,0.321,0.3,,,,,,119,15,0,0.43,108.6,0.044,0.086,0.305,0.437,0.073,97,0,15.3,,2373
169389,"Coliflor, verde, cruda",31,2.95,0.3,6.09,3.2,,33,0.73,20,62,300,23,0.64,0.041,0.247,0.6,,,,,,8,88.1,0,0.04,20.2,0.08,0.102,0.734,0.696,0.222,57,0,57.1,,155
169394,"Pimiento, plátano, crudo",27,1.66,0.45,5.35,3.4,,14,0.46,17,32,256,13,0.25,0.094,0.1,0.3,,,,,,17,82.7,0,0.69,9.5,0.081,0.054,1.242,0.265,0.357,29,0,7.4,,340
169395,Pimientos serranos crudos,32,1.74,0.44,6.7,3.7,,11,0.86,22,40,305,10,0.26,0.129,0.187,0.4,,,,,,47,44.9,0,0.69,11.8,0.054,0.081,1.537,0.2,0.505,23,0,8.9,,937
169396,"Pimientos anchos, secos",281,11.86,8.2,51.42,21.6,,61,10.93,113,201,2411,43,1.42,0.508,1.279,2.9,,,,,,1022,2,0,,,0.179,2.255,6.403,1.993,3.535,69,0,,,20438
169399,"Fireweed, hojas, crudas",103,4.71,2.75,19.22,10.6,,429,2.4,156,108,494,34,2.66,0.32,6.704,0.9,,,,,,180,2.2,0,,,0.033,0.137,4.674,1.356,0.632,112,0,,,3598
169401,"Yautia (curtidor), cruda",98,1.46,0.4,23.63,1.5,,9,0.98,24,51,598,21,0.5,0.257,0.186,0.7,,,,,,0,5.2,0,,,0.097,0.04,0.667,0.209,0.237,17,0,,,8
169402,"Champiñones, blancos, al microondas",35,3.91,0.46,6.04,2.5,,6,0.33,14,127,488,17,0.73,0.37,0.064,18,,,,,,0,0,0.3,0,0,0.06,0.431,5.35,1.96,0.049,16,0,30.3,,0
169403,"Champiñones, maitake, crudos",31,1.94,0.19,6.97,2.7,,1,0.3,10,74,204,1,0.75,0.252,0.059,2.2,,,,,,0,0,28.1,0.01,0,0.146,0.242,6.585,0.27,0.056,21,0,51.1,,0
169404,"Brócoli, chino, crudo",26,1.2,0.76,4.67,2.6,,105,0.59,19,43,274,7,0.41,0.064,,1.4,,,,,,86,29.6,0,0.5,89.1,0.1,0.153,0.459,,0.074,104,0,26.5,,1720
169405,"Helechos Fiddlehead, crudos",34,4.55,0.4,5.54,,,32,1.31,34,101,370,1,0.83,0.32,0.51,,,,,,,181,26.6,0,,,0.02,0.21,4.98,,,,0,,,3617
169407,"Semillas, granos de semillas de sandía, secos",557,28.33,47.37,15.31,,,54,7.28,515,755,648,99,10.24,0.686,1.614,,,,,,,0,0,0,,,0.19,0.145,3.55,0.346,0.089,58,0,,,0
169408,"Nueces, castañas japonesas, secas.",360,5.25,1.24,81.43,,,72,3.38,115,169,768,34,2.57,1.312,3.711,,,,,,,4,61.3,0,,,0.802,0.38,3.5,0.481,0.659,109,0,,,86
169410,"Semillas, mantequilla de sésamo, tahini, de granos crudos y molidos con piedra.",570,17.81,48,26.19,9.3,,420,2.51,96,752,414,74,4.64,1.618,1.457,,,,,,,3,0,0,,,1.283,0.51,5.925,0.694,0.149,98,0,,,67
169411,"Frutos secos, formulados, a base de trigo, todos los sabores excepto macadamia, sin sal",647,13.11,62.3,20.79,5.2,,22,2.6,59,366,320,91,2.96,0.181,6.949,,,,,,,0,0.1,0,,,0.4,0.3,1.5,0.312,0.348,125,0,,,1
169412,"Semillas, granos de semillas de sésamo, secos (decorticados)",631,20.45,61.21,11.73,11.6,,60,6.36,345,667,370,47,6.73,1.4,1.44,34.4,,,,,,3,0,0,1.68,0,0.699,0.09,5.8,0.29,0.4,115,0,25.6,,66
169413,"Nueces, castañas, japonesas, crudas.",154,2.25,0.53,34.91,,,31,1.45,49,72,329,14,1.1,0.562,1.591,,,,,,,2,26.3,0,,,0.344,0.163,1.5,0.206,0.283,47,0,,,37
169414,"Semillas, linaza",534,18.29,42.16,28.88,27.3,,255,5.73,392,642,813,30,4.34,1.22,2.482,25.4,,,,,,0,0.6,0,0.31,4.3,1.644,0.161,3.08,0.985,0.473,87,0,78.7,,0
